{artist_name:Morgernshtern,genre:rock,number_of_listeners:376959,link:@Morgernshtern,most_popular_track:The Funeral,latest_release:Wrecking Ball}
{artist_name:EVE,genre:k-pop,number_of_listeners:36403503,link:@EVE,most_popular_track:Girl Like Me,latest_release:Moustache}
{artist_name:Lisa,genre:classic rock,number_of_listeners:91388502,link:@Lisa,most_popular_track:Hello,latest_release:Toxicity}
{artist_name:Asking Alexandria,genre:pop rock,number_of_listeners:58609891,link:@Asking Alexandria,most_popular_track:Nirvana,latest_release:Woman}
{artist_name:Hands Like Houses,genre:rock,number_of_listeners:99892126,link:@Hands Like Houses,most_popular_track:Secrets,latest_release:Marea (We’ve Lost Dancing)}
{artist_name:Netta,genre:latin music,number_of_listeners:47957976,link:@Netta,most_popular_track:4 To The Floor,latest_release:TRASH CANDY}
{artist_name:Little Big,genre:pop rap,number_of_listeners:45238500,link:@Little Big,most_popular_track:Collard Greens,latest_release:Animals}
{artist_name:She Wants Revenge,genre:punk rock,number_of_listeners:78127078,link:@She Wants Revenge,most_popular_track:Wrecking Ball,latest_release:Good 4 U}
{artist_name:Dayseeker,genre:r&b,number_of_listeners:35684635,link:@Dayseeker,most_popular_track:Power,latest_release:Before I Cave In}
{artist_name:Too Close To Touch,genre:heavy metal,number_of_listeners:74756734,link:@Too Close To Touch,most_popular_track:Save Your Tears,latest_release:Fair Trade}
{artist_name:Nerv,genre:pop,number_of_listeners:42235899,link:@Nerv,most_popular_track:Can't Feel My Face,latest_release:Believe Me}
{artist_name:Glass Tides,genre:latin music,number_of_listeners:61316407,link:@Glass Tides,most_popular_track:Summer in the City,latest_release:Fair Trade}
{artist_name:Picturesque,genre:pop rock,number_of_listeners:20334949,link:@Picturesque,most_popular_track:Wasting My Youth,latest_release:Somewhere Only We Know}
{artist_name:The World Alive,genre:k-pop,number_of_listeners:24378223,link:@The World Alive,most_popular_track:Are You Lonesome Tonight?,latest_release:I Hate Everything About You}
{artist_name:Thosand Below,genre:trap,number_of_listeners:74586427,link:@Thosand Below,most_popular_track:Chop Suey!,latest_release:Conga}
{artist_name:UVERworld,genre:funk,number_of_listeners:54945504,link:@UVERworld,most_popular_track:The Magic Key,latest_release:Youth}
{artist_name:BURNOUT SYNDROMES,genre:punk rock,number_of_listeners:68272531,link:@BURNOUT SYNDROMES,most_popular_track:love nwantiti,latest_release:Body Moves}
{artist_name:Solence,genre:pop rock,number_of_listeners:69423059,link:@Solence,most_popular_track:Imagine,latest_release:Signs (reimagined)}
{artist_name:Fit for a King,genre:raggae,number_of_listeners:81866279,link:@Fit for a King,most_popular_track:The Magic Key,latest_release:Heavier}
{artist_name:Hollow Front,genre:latin music,number_of_listeners:18338531,link:@Hollow Front,most_popular_track:Let's Groove,latest_release:In The Shadows}
{artist_name:Fame on Fire,genre:rap rock,number_of_listeners:54529205,link:@Fame on Fire,most_popular_track:Sympathy For The Devil,latest_release:Follow You}
{artist_name:Arcaeus,genre:gospel music,number_of_listeners:96306468,link:@Arcaeus,most_popular_track:Animals,latest_release:Fuel To Fire}
{artist_name:Noragami,genre:rave,number_of_listeners:58270101,link:@Noragami,most_popular_track:Power,latest_release:Love All}
{artist_name:The Score,genre:pop rap,number_of_listeners:49408086,link:@The Score,most_popular_track:Am I Wrong,latest_release:Whenever You're Ready (Acoustic)}
{artist_name:Papa Roach,genre:hard rock,number_of_listeners:12161516,link:@Papa Roach,most_popular_track:Uno,latest_release:In Da Getto}
{artist_name:Ed Scott,genre:disco,number_of_listeners:99216887,link:@Ed Scott,most_popular_track:Mood Ring,latest_release:Roses}
{artist_name:Bad Wolves,genre:rock,number_of_listeners:23624708,link:@Bad Wolves,most_popular_track:Clean Again,latest_release:Don't Stop The Music}
{artist_name:Lady not Gaga,genre:heavy metal,number_of_listeners:97378164,link:@Lady not Gaga,most_popular_track:FLY HIGH!!!,latest_release:I GUESS I'M IN LOVE}
{artist_name:Two Direction,genre:k-pop,number_of_listeners:93749072,link:@Two Direction,most_popular_track:Atlas Falls,latest_release:We Can Come Together}
{artist_name:James Arthur,genre:pop,number_of_listeners:40629908,link:@James Arthur,most_popular_track:Can't Come To The Phone,latest_release:Iron}
{artist_name:Shawn Mendes,genre:hard rock,number_of_listeners:1792509,link:@Shawn Mendes,most_popular_track:Father And Son,latest_release:AIN’T SO}
{artist_name:The Vamps,genre:classical music,number_of_listeners:54002181,link:@The Vamps,most_popular_track:Mad About Bars,latest_release:No Stress}
{artist_name:Little mix,genre:jazz,number_of_listeners:63607277,link:@Little mix,most_popular_track:Hall of Fame,latest_release:Desert Rose}
{artist_name:Stay kids,genre:trap,number_of_listeners:20726366,link:@Stay kids,most_popular_track:Don't shut me down,latest_release:DJ Got Us Fallin' In Love}
{artist_name:Sam Smith,genre:punk rock,number_of_listeners:92252421,link:@Sam Smith,most_popular_track:I Miss the Misery,latest_release:Nirvana}
{artist_name:Doja dog,genre:rap rock,number_of_listeners:83625911,link:@Doja dog,most_popular_track:Signs (reimagined),latest_release:If It's Love}
{artist_name:Jony,genre:metalcore,number_of_listeners:55711687,link:@Jony,most_popular_track:found & lost,latest_release:Flashbacks}
{artist_name:Guma,genre:electro music,number_of_listeners:33228730,link:@Guma,most_popular_track:Animals,latest_release:drivers license}
{artist_name:Friday Night,genre:metal,number_of_listeners:53468523,link:@Friday Night,most_popular_track:Witch Hunt,latest_release:Midnight City}
{artist_name:Bush,genre:heavy metal,number_of_listeners:86992981,link:@Bush,most_popular_track:Sweater weather,latest_release:All Good Things}
{artist_name:Pop Evil,genre:glam rock,number_of_listeners:84185582,link:@Pop Evil,most_popular_track:Bad Romance,latest_release:Summer Of Love}
{artist_name:Museum,genre:country,number_of_listeners:65963694,link:@Museum,most_popular_track:Imagine,latest_release:Kissing Strangers}
{artist_name:Fozzy,genre:rap rock,number_of_listeners:48396197,link:@Fozzy,most_popular_track:Chosen,latest_release:Million To One}
{artist_name:Saul,genre:latin music,number_of_listeners:29860837,link:@Saul,most_popular_track:Cover Me In Sunshine,latest_release:One Step Closer}
{artist_name:I Prevail you,genre:folk,number_of_listeners:53130828,link:@I Prevail you,most_popular_track:Love The Way You Lie (feat. Rihanna),latest_release:Us}
{artist_name:Dust,genre:rock,number_of_listeners:67255752,link:@Dust,most_popular_track:My Life Is Going On,latest_release:Throne}
{artist_name:coldrain,genre:country,number_of_listeners:52817467,link:@coldrain,most_popular_track:The Windmills Of Your Mind,latest_release:Jalebi Baby}
{artist_name:Elvis Presley1,genre:latin music,number_of_listeners:80808772,link:@Elvis Presley1,most_popular_track:Lying In The Sunshine,latest_release:I Miss the Misery}
{artist_name:Elton John1,genre:funk,number_of_listeners:63606868,link:@Elton John1,most_popular_track:Fantasy,latest_release:Tell Me Something Good (Mixed)}
{artist_name:Bob Dylan1,genre:r&b,number_of_listeners:58347392,link:@Bob Dylan1,most_popular_track:Tesla,latest_release:Montero (Call Me By Your Name)}
{artist_name:The Beatles1,genre:k-pop,number_of_listeners:22999945,link:@The Beatles1,most_popular_track:Lost in Echoes,latest_release:My Happy Ending}
{artist_name:Eric Clapton1,genre:hard rock,number_of_listeners:39227763,link:@Eric Clapton1,most_popular_track:Footprints,latest_release:Don't Speak}
{artist_name:Queen1,genre:metalcore,number_of_listeners:25996262,link:@Queen1,most_popular_track:Unstoppable,latest_release:When You're Out}
{artist_name:Rod Stewart1,genre:pop rap,number_of_listeners:83739941,link:@Rod Stewart1,most_popular_track:Everything Fades,latest_release:Love Or Lust}
{artist_name:Johnny Cash1,genre:alternative rock,number_of_listeners:15904424,link:@Johnny Cash1,most_popular_track:AIN’T SO,latest_release:Lost in Echoes}
{artist_name:Van Morrison1,genre:rap,number_of_listeners:46520954,link:@Van Morrison1,most_popular_track:Space Melody,latest_release:Head And Heart}
{artist_name:The Beach Boys1,genre:k-pop,number_of_listeners:27694497,link:@The Beach Boys1,most_popular_track:Billie (Loving Arms),latest_release:All I Know So Far}
{artist_name:Prince1,genre:alternative rock,number_of_listeners:56468297,link:@Prince1,most_popular_track:Jail,latest_release:Chemical}
{artist_name:Bruce Springsteen1,genre:rock,number_of_listeners:91479934,link:@Bruce Springsteen1,most_popular_track:Take You Dancing,latest_release:Anchor}
{artist_name:The Rolling Stones1,genre:trap,number_of_listeners:13325444,link:@The Rolling Stones1,most_popular_track:Gone Forever,latest_release:Choose Me}
{artist_name:Perry Como1,genre:hard rock,number_of_listeners:89034192,link:@Perry Como1,most_popular_track:Anchor,latest_release:ocean view}
{artist_name:AC/DC1,genre:classical music,number_of_listeners:35114469,link:@AC/DC1,most_popular_track:Atlas Falls,latest_release:I Love You I Hate You}
{artist_name:George Strait1,genre:hip hop,number_of_listeners:67941762,link:@George Strait1,most_popular_track:Breathe,latest_release:Mona Lisa}
{artist_name:David Bowie1,genre:heavy metal,number_of_listeners:36974012,link:@David Bowie1,most_popular_track:Children,latest_release:Sugar}
{artist_name:Aerosmith1,genre:alternative rock,number_of_listeners:8683079,link:@Aerosmith1,most_popular_track:Chop Suey!,latest_release:I WANT YOU BACK}
{artist_name:Sarah Brightman1,genre:rave,number_of_listeners:75192112,link:@Sarah Brightman1,most_popular_track:Back In The U.S.S.R.,latest_release:End Of Me}
{artist_name:Reba McEntire1,genre:metalcore,number_of_listeners:23978656,link:@Reba McEntire1,most_popular_track:Livin' In A World Without You,latest_release:VIVID VICE}
{artist_name:Michael Jackson1,genre:classic rock,number_of_listeners:88233176,link:@Michael Jackson1,most_popular_track:Play That Funky Music,latest_release:Take My Breath}
{artist_name:Eminem1,genre:funk,number_of_listeners:222739,link:@Eminem1,most_popular_track:Walking The Wire,latest_release:Slepptalk}
{artist_name:James Taylor1,genre:alternative rock,number_of_listeners:27749537,link:@James Taylor1,most_popular_track:Time of Dying,latest_release:Get You Down}
{artist_name:Madonna1,genre:electro music,number_of_listeners:5332198,link:@Madonna1,most_popular_track:Where Is The Love?,latest_release:Just Like Fire}
{artist_name:The Clash1,genre:classical music,number_of_listeners:93997082,link:@The Clash1,most_popular_track:Endless Love,latest_release:Ily}
{artist_name:Kris Kristofferson1,genre:r&b,number_of_listeners:61160703,link:@Kris Kristofferson1,most_popular_track:Fine Line,latest_release:2055}
{artist_name:Alice Cooper1,genre:rap,number_of_listeners:99567943,link:@Alice Cooper1,most_popular_track:Circus,latest_release:Rampampam}
{artist_name:Kiss1,genre:alternative rock,number_of_listeners:39216008,link:@Kiss1,most_popular_track:Papercut,latest_release:She's Wild}
{artist_name:Neil Young1,genre:classical music,number_of_listeners:82603775,link:@Neil Young1,most_popular_track:Time of Dying,latest_release:Chemical}
{artist_name:Starset1,genre:rap,number_of_listeners:88115050,link:@Starset1,most_popular_track:Dancing Queen,latest_release:rockstar}
{artist_name:Dua Lipa1,genre:rap rock,number_of_listeners:49896813,link:@Dua Lipa1,most_popular_track:Alone,latest_release:I WANT YOU BACK}
{artist_name:Normandie1,genre:rave,number_of_listeners:13085929,link:@Normandie1,most_popular_track:Young Folks,latest_release:We Are Little Big}
{artist_name:Linked Horizon1,genre:alternative rock,number_of_listeners:53011155,link:@Linked Horizon1,most_popular_track:Witch,latest_release:Bury a Lie}
{artist_name:Muse1,genre:metal,number_of_listeners:35818066,link:@Muse1,most_popular_track:Piano Banana,latest_release:All I Know So Far}
{artist_name:Coldplay1,genre:rave,number_of_listeners:43512370,link:@Coldplay1,most_popular_track:Touch OFF,latest_release:willow}
{artist_name:Paramore1,genre:glam rock,number_of_listeners:8932019,link:@Paramore1,most_popular_track:All Good Things,latest_release:Love On The Brain}
{artist_name:Bring Me The Horizon1,genre:heavy metal,number_of_listeners:39403290,link:@Bring Me The Horizon1,most_popular_track:Industry Baby,latest_release:Late At Night}
{artist_name:Cardi B1,genre:classical music,number_of_listeners:19911072,link:@Cardi B1,most_popular_track:Losing My Mind,latest_release:Cold Heart}
{artist_name:Oasis1,genre:punk rock,number_of_listeners:25859965,link:@Oasis1,most_popular_track:Gone Forever,latest_release:Freaks}
{artist_name:Black Sabbath1,genre:r&b,number_of_listeners:81243019,link:@Black Sabbath1,most_popular_track:Talk to a Friend,latest_release:Don't Stop The Music}
{artist_name:Blur1,genre:funk,number_of_listeners:87292371,link:@Blur1,most_popular_track:Beautiful Madness,latest_release:Prayers}
{artist_name:Arctic Monkeys1,genre:r&b,number_of_listeners:16462857,link:@Arctic Monkeys1,most_popular_track:No Twerk,latest_release:Kissing Strangers}
{artist_name:The Smiths1,genre:pop,number_of_listeners:3833709,link:@The Smiths1,most_popular_track:A Million On My Soul,latest_release:Bleed It Out}
{artist_name:The Cure1,genre:rap,number_of_listeners:71022822,link:@The Cure1,most_popular_track:Follow You,latest_release:Body Moves}
{artist_name:Depeche Mode1,genre:glam rock,number_of_listeners:93556409,link:@Depeche Mode1,most_popular_track:Animals,latest_release:Atlas Falls}
{artist_name:Placebo1,genre:indie pop,number_of_listeners:87950676,link:@Placebo1,most_popular_track:Monster (reimagined),latest_release:Wasted Love}
{artist_name:One Direction1,genre:punk rock,number_of_listeners:53594908,link:@One Direction1,most_popular_track:Heavier,latest_release:Sympathy}
{artist_name:Harry Styles1,genre:latin music,number_of_listeners:63889126,link:@Harry Styles1,most_popular_track:Need You Now,latest_release:Forgotten}
{artist_name:Machine Gun Kelly1,genre:k-pop,number_of_listeners:34583428,link:@Machine Gun Kelly1,most_popular_track:What About Us,latest_release:Bleeding Out}
{artist_name:The Prodigy1,genre:metalcore,number_of_listeners:93231046,link:@The Prodigy1,most_popular_track:Idfc,latest_release:Wannabe}
{artist_name:BTS1,genre:indie pop,number_of_listeners:68759122,link:@BTS1,most_popular_track:Fine Line,latest_release:Understand Your Man}
{artist_name:Blackpink1,genre:electro music,number_of_listeners:17246411,link:@Blackpink1,most_popular_track:Oops,latest_release:Oops}
{artist_name:Deep Purple1,genre:indie pop,number_of_listeners:83716193,link:@Deep Purple1,most_popular_track:My Head and My Heart,latest_release:About You Now}
{artist_name:Gorillaz1,genre:k-pop,number_of_listeners:30984776,link:@Gorillaz1,most_popular_track:Talk About,latest_release:Angels Lullaby}
{artist_name:Christina Aguilera1,genre:glam rock,number_of_listeners:48762850,link:@Christina Aguilera1,most_popular_track:Eye Opener,latest_release:Losing My Mind}
{artist_name:Britney Spears1,genre:metalcore,number_of_listeners:27888584,link:@Britney Spears1,most_popular_track:Wrecked,latest_release:Love Tonight}
{artist_name:Editors1,genre:jazz,number_of_listeners:29481279,link:@Editors1,most_popular_track:Sex Machine,latest_release:rockstar}
{artist_name:Our Last Night1,genre:metal,number_of_listeners:15930695,link:@Our Last Night1,most_popular_track:Obsessed With You,latest_release:You Don't Know}
{artist_name:Sex Pistols1,genre:rap rock,number_of_listeners:66903162,link:@Sex Pistols1,most_popular_track:Freed From Desire,latest_release:You Could Be}
{artist_name:The Killers1,genre:rap,number_of_listeners:46926964,link:@The Killers1,most_popular_track:Clash,latest_release:Frozen}
{artist_name:Florence + the Machine1,genre:rave,number_of_listeners:80870727,link:@Florence + the Machine1,most_popular_track:Frozen,latest_release:Shoot To Thrill}
{artist_name:Amy Winehouse1,genre:k-pop,number_of_listeners:15180784,link:@Amy Winehouse1,most_popular_track:Summer in the City,latest_release:End Of Me}
{artist_name:Sia1,genre:metal,number_of_listeners:49816033,link:@Sia1,most_popular_track:I Only Have Eyes For You,latest_release:I WANT YOU BACK}
{artist_name:P!nk1,genre:classical music,number_of_listeners:17030242,link:@P!nk1,most_popular_track:Power,latest_release:INDUSTRY BABY}
{artist_name:Genesis1,genre:k-pop,number_of_listeners:87369896,link:@Genesis1,most_popular_track:Lost (reimagined),latest_release:Diamonds}
{artist_name:Beyonce1,genre:pop rap,number_of_listeners:35125716,link:@Beyonce1,most_popular_track:Happier,latest_release:Badala Zamana}
{artist_name:Kelly Clarkson1,genre:pop rap,number_of_listeners:28417116,link:@Kelly Clarkson1,most_popular_track:I WANT YOU BACK,latest_release:Unstoppable}
{artist_name:Enter Shikari1,genre:rock,number_of_listeners:68240080,link:@Enter Shikari1,most_popular_track:Rampampam,latest_release:By Your Side}
{artist_name:Black Veil Brides1,genre:gospel music,number_of_listeners:12848858,link:@Black Veil Brides1,most_popular_track:Frozen,latest_release:Hello}
{artist_name:Skillet1,genre:trap,number_of_listeners:70365484,link:@Skillet1,most_popular_track:Late At Night,latest_release:Fountains}
{artist_name:The Neighbourhood1,genre:pop rock,number_of_listeners:60241112,link:@The Neighbourhood1,most_popular_track:Sad Song,latest_release:Get Lucky}
{artist_name:Shakira1,genre:pop rap,number_of_listeners:3567349,link:@Shakira1,most_popular_track:Little Bit of Love,latest_release:Talk to a Friend}
{artist_name:Fall Out Boy1,genre:pop,number_of_listeners:57894533,link:@Fall Out Boy1,most_popular_track:Just Like Fire,latest_release:Hear My Voice}
{artist_name:Panic! At The Disco1,genre:metalcore,number_of_listeners:89615813,link:@Panic! At The Disco1,most_popular_track:Get Lucky,latest_release:Heartbreak Anthem}
{artist_name:I See Stars1,genre:jazz,number_of_listeners:20102841,link:@I See Stars1,most_popular_track:Throne,latest_release:End Of Me}
{artist_name:Caskets1,genre:rap rock,number_of_listeners:34670651,link:@Caskets1,most_popular_track:What About Us,latest_release:Lights Down}
{artist_name:Scorpions1,genre:k-pop,number_of_listeners:61751393,link:@Scorpions1,most_popular_track:Cursed,latest_release:Freaks}
{artist_name:System Of A Down1,genre:trap,number_of_listeners:37678061,link:@System Of A Down1,most_popular_track:Lying In The Sunshine,latest_release:TRASH CANDY}
{artist_name:Zero Horizon1,genre:indie pop,number_of_listeners:43016404,link:@Zero Horizon1,most_popular_track:Don't Stop The Music,latest_release:Endless Love}
{artist_name:All Time Low1,genre:country,number_of_listeners:71502867,link:@All Time Low1,most_popular_track:Rolling In The Deep,latest_release:Follow You}
{artist_name:Imagine Dragons1,genre:rave,number_of_listeners:44224141,link:@Imagine Dragons1,most_popular_track:Slepptalk,latest_release:Chop Suey!}
{artist_name:Annisokay1,genre:pop,number_of_listeners:69878458,link:@Annisokay1,most_popular_track:Kokomo,latest_release:Dreamin}
{artist_name:A Day To Remember1,genre:electro music,number_of_listeners:40167909,link:@A Day To Remember1,most_popular_track:Obsessed With You,latest_release:If You Ever Leave I'm Coming with You}
{artist_name:Rise Against1,genre:pop rock,number_of_listeners:28149708,link:@Rise Against1,most_popular_track:Summertime Sadness,latest_release:Take me to church}
{artist_name:I Prevail1,genre:rap rock,number_of_listeners:75527663,link:@I Prevail1,most_popular_track:Follow You,latest_release:Violent Pornography}
{artist_name:Falling In Reverse1,genre:pop,number_of_listeners:48208771,link:@Falling In Reverse1,most_popular_track:Space Melody,latest_release:Power}
{artist_name:My Chemical Romance1,genre:rap rock,number_of_listeners:2286925,link:@My Chemical Romance1,most_popular_track:Losing My Mind,latest_release:Redemption}
{artist_name:Crown The Empire1,genre:classical music,number_of_listeners:46121977,link:@Crown The Empire1,most_popular_track:Borrowed Time,latest_release:Dancing On Dangerous}
{artist_name:Bad Omens1,genre:electro music,number_of_listeners:8810138,link:@Bad Omens1,most_popular_track:Take You Dancing,latest_release:Ich hasse Kinder}
{artist_name:Royal Blood1,genre:heavy metal,number_of_listeners:55939008,link:@Royal Blood1,most_popular_track:Eagle,latest_release:Wid It}
{artist_name:Wildways1,genre:glam rock,number_of_listeners:35235758,link:@Wildways1,most_popular_track:Fuck That,latest_release:Angels Lullaby}
{artist_name:Slaves1,genre:classic rock,number_of_listeners:27455757,link:@Slaves1,most_popular_track:Youth,latest_release:I Don't Want You}
{artist_name:FEVER331,genre:metal,number_of_listeners:20367648,link:@FEVER331,most_popular_track:Don't shut me down,latest_release:Before I Cave In}
{artist_name:Нервы1,genre:funk,number_of_listeners:90799872,link:@Нервы1,most_popular_track:Gyalis,latest_release:Heat Waves}
{artist_name:Валерий Меладзе1,genre:indie pop,number_of_listeners:52498459,link:@Валерий Меладзе1,most_popular_track:Dark Red,latest_release:We Can Come Together}
{artist_name:Lana Del Ray1,genre:punk rock,number_of_listeners:58718366,link:@Lana Del Ray1,most_popular_track:Head And Heart,latest_release:Conga}
{artist_name:Linkin Park1,genre:hip hop,number_of_listeners:2056483,link:@Linkin Park1,most_popular_track:City Of Stars,latest_release:By Myself}
{artist_name:Arash1,genre:rock,number_of_listeners:12017208,link:@Arash1,most_popular_track:Heartbreak Anthem,latest_release:Some Say}
{artist_name:Enrique Iglesias1,genre:glam rock,number_of_listeners:19972243,link:@Enrique Iglesias1,most_popular_track:Visiting Hours,latest_release:Never Going Home}
{artist_name:Sting1,genre:pop,number_of_listeners:99434008,link:@Sting1,most_popular_track:VIVID VICE,latest_release:Fine Line}
{artist_name:Inna1,genre:disco,number_of_listeners:59245224,link:@Inna1,most_popular_track:Losing My Mind,latest_release:Witch}
{artist_name:Rihanna1,genre:k-pop,number_of_listeners:79128315,link:@Rihanna1,most_popular_track:This Is Where It Ends,latest_release:Hands Up}
{artist_name:Scooter1,genre:indie pop,number_of_listeners:71405300,link:@Scooter1,most_popular_track:Sleep,latest_release:Piano Banana}
{artist_name:Stray Kids1,genre:rap,number_of_listeners:22305101,link:@Stray Kids1,most_popular_track:About You Now,latest_release:Kissing Strangers}
{artist_name:Måneskin1,genre:indie pop,number_of_listeners:98453640,link:@Måneskin1,most_popular_track:I Love You I Hate You,latest_release:Cursed}
{artist_name:Slipknot1,genre:raggae,number_of_listeners:82627106,link:@Slipknot1,most_popular_track:Shivers,latest_release:Now I Know}
{artist_name:50 Cent1,genre:pop,number_of_listeners:97286719,link:@50 Cent1,most_popular_track:Stronger,latest_release:Kiss Me More}
{artist_name:Celine Dion1,genre:glam rock,number_of_listeners:25448224,link:@Celine Dion1,most_popular_track:Mad About Bars,latest_release:Kissing Strangers}
{artist_name:Minelli1,genre:rock,number_of_listeners:48327080,link:@Minelli1,most_popular_track:Can't Stop,latest_release:DIvision Symbols}
{artist_name:Evanescence1,genre:pop rap,number_of_listeners:10045605,link:@Evanescence1,most_popular_track:Can't Stop,latest_release:Industry Baby}
{artist_name:The Weeknd1,genre:rave,number_of_listeners:98849649,link:@The Weeknd1,most_popular_track:Violent Pornography,latest_release:Time of Dying}
{artist_name:The Offspring1,genre:pop rock,number_of_listeners:97389988,link:@The Offspring1,most_popular_track:Midnight City,latest_release:Happier}
{artist_name:Nirvana1,genre:hip hop,number_of_listeners:14423119,link:@Nirvana1,most_popular_track:Over and Over,latest_release:Experience}
{artist_name:Akcent1,genre:gospel music,number_of_listeners:67686204,link:@Akcent1,most_popular_track:Don't be so shy,latest_release:Loving Is Easy}
{artist_name:Lara Fabian1,genre:raggae,number_of_listeners:49363336,link:@Lara Fabian1,most_popular_track:Fair Trade,latest_release:Take Me Away}
{artist_name:K-Maro1,genre:folk,number_of_listeners:34622822,link:@K-Maro1,most_popular_track:Essence,latest_release:A Million On My Soul}
{artist_name:The Rasmus1,genre:punk rock,number_of_listeners:96453360,link:@The Rasmus1,most_popular_track:You Could Be,latest_release:If It's Love}
{artist_name:Disturbed1,genre:glam rock,number_of_listeners:86039658,link:@Disturbed1,most_popular_track:Summer Of Love,latest_release:Alone}
{artist_name:Ava Max1,genre:folk,number_of_listeners:99576003,link:@Ava Max1,most_popular_track:Fair Trade,latest_release:Happier}
{artist_name:Pink1,genre:metalcore,number_of_listeners:55756843,link:@Pink1,most_popular_track:My Way,latest_release:Shape Of My Heart}
{artist_name:Lil Nas X1,genre:metal,number_of_listeners:83662784,link:@Lil Nas X1,most_popular_track:Conga,latest_release:Happy}
{artist_name:Lady Gaga1,genre:country,number_of_listeners:10659985,link:@Lady Gaga1,most_popular_track:Empty Thoughts,latest_release:Devil town}
{artist_name:Nickelback1,genre:glam rock,number_of_listeners:28114956,link:@Nickelback1,most_popular_track:Save Your Tears,latest_release:Good 4 U}
{artist_name:ATB1,genre:hip hop,number_of_listeners:44617154,link:@ATB1,most_popular_track:Whenever Wherever,latest_release:I WANT YOU BACK}
{artist_name:David Guetta1,genre:disco,number_of_listeners:44461113,link:@David Guetta1,most_popular_track:Loving Is Easy,latest_release:I Still Have Faith In You}
{artist_name:Rammstein1,genre:classic rock,number_of_listeners:98679224,link:@Rammstein1,most_popular_track:Devil town,latest_release:Marea (We’ve Lost Dancing)}
{artist_name:Alizee1,genre:jazz,number_of_listeners:28415088,link:@Alizee1,most_popular_track:Happier,latest_release:Cut Me Loose}
{artist_name:Pitbull1,genre:classic rock,number_of_listeners:7140970,link:@Pitbull1,most_popular_track:I Want It All,latest_release:Dreamin}
{artist_name:Twenty One Pilots1,genre:rock,number_of_listeners:94320888,link:@Twenty One Pilots1,most_popular_track:Take You Dancing,latest_release:Kingston Town}
{artist_name:Bryan Adams1,genre:pop rap,number_of_listeners:70354693,link:@Bryan Adams1,most_popular_track:Survival,latest_release:Surviving The Game}
{artist_name:Selena Gomez1,genre:funk,number_of_listeners:67831416,link:@Selena Gomez1,most_popular_track:Leave Before You Love Me,latest_release:Witch}
{artist_name:Doja Cat1,genre:punk rock,number_of_listeners:70892934,link:@Doja Cat1,most_popular_track:Holding Me Down,latest_release:Smells Like Teen Spirit}
{artist_name:Whitney Houston1,genre:k-pop,number_of_listeners:93677713,link:@Whitney Houston1,most_popular_track:Give It Away,latest_release:My Life Is Going On}
{artist_name:Dj Aligator1,genre:jazz,number_of_listeners:75055082,link:@Dj Aligator1,most_popular_track:The Secret He Had Missed,latest_release:Need You Now}
{artist_name:Sade1,genre:metal,number_of_listeners:81311645,link:@Sade1,most_popular_track:Afterglow,latest_release:Summer in the City}
{artist_name:Three Days Grace1,genre:country,number_of_listeners:35462017,link:@Three Days Grace1,most_popular_track:In Your Eyes,latest_release:Wasted}
{artist_name:Ghostemane1,genre:raggae,number_of_listeners:12340629,link:@Ghostemane1,most_popular_track:One Night,latest_release:Zombie}
{artist_name:Ed Sheeran1,genre:k-pop,number_of_listeners:21379911,link:@Ed Sheeran1,most_popular_track:Shut Up and Dance,latest_release:24/5}
{artist_name:Justin Timberlake1,genre:heavy metal,number_of_listeners:31910145,link:@Justin Timberlake1,most_popular_track:Be Free,latest_release:Talk About}
{artist_name:Ariana Grande1,genre:raggae,number_of_listeners:87202915,link:@Ariana Grande1,most_popular_track:Give It Away,latest_release:On The Ground}
{artist_name:Oliver Tree1,genre:punk rock,number_of_listeners:41205943,link:@Oliver Tree1,most_popular_track:Need You Now,latest_release:Talk About}
{artist_name:Akon1,genre:trap,number_of_listeners:38859646,link:@Akon1,most_popular_track:Lights Down,latest_release:Cursed}
{artist_name:Moby1,genre:metal,number_of_listeners:25060685,link:@Moby1,most_popular_track:City Of Stars,latest_release:Sex Machine}
{artist_name:Iron Maiden1,genre:rap,number_of_listeners:39866824,link:@Iron Maiden1,most_popular_track:Animals,latest_release:You Don't Know}
{artist_name:Ozzy Osbourne1,genre:disco,number_of_listeners:82768258,link:@Ozzy Osbourne1,most_popular_track:Ben,latest_release:Billie (Loving Arms)}
{artist_name:LP1,genre:r&b,number_of_listeners:51423115,link:@LP1,most_popular_track:fleabag,latest_release:Kings and Queens}
{artist_name:Mustafa Sandal1,genre:hip hop,number_of_listeners:69838900,link:@Mustafa Sandal1,most_popular_track:In Your Eyes,latest_release:Head And Heart}
{artist_name:DMX1,genre:glam rock,number_of_listeners:7981741,link:@DMX1,most_popular_track:I Don't Want You,latest_release:Over and Over}
{artist_name:Bon Jovi1,genre:folk,number_of_listeners:80709921,link:@Bon Jovi1,most_popular_track:Take You Dancing,latest_release:Get Lucky}
{artist_name:Powerwolf1,genre:r&b,number_of_listeners:84313549,link:@Powerwolf1,most_popular_track:Hello,latest_release:Don't Speak}
{artist_name:Manowar1,genre:trap,number_of_listeners:43896820,link:@Manowar1,most_popular_track:Kiss My (Uh Oh),latest_release:Why Do You Lie To Me}
{artist_name:Armin van Buuren1,genre:rap rock,number_of_listeners:4565546,link:@Armin van Buuren1,most_popular_track:Breathe,latest_release:Happy}
